,ordernumber,orderdate,requireddate,shippeddate,status,comments,orderdetails,city,phone,state,country,postalCode,creditLimit,addressLine1,addressLine2,customerName,contactLastName,contactFirstName,salesRepEmployeeNumber,customerNumber
65,10164,2003-10-21,2003-10-30,2003-10-23,Resolved,"This order was disputed, but resolved on 11/1/2003; Customer doesn't like the colors and precision of the models.","[{'priceEach': 143.31, 'productCode': 'S10_4962', 'quantityOrdered': 21}, {'priceEach': 121.64, 'productCode': 'S12_1666', 'quantityOrdered': 49}, {'priceEach': 103.84, 'productCode': 'S18_1097', 'quantityOrdered': 36}, {'priceEach': 107.76, 'productCode': 'S18_4600', 'quantityOrdered': 45}, {'priceEach': 46.29, 'productCode': 'S18_4668', 'quantityOrdered': 25}, {'priceEach': 91.49, 'productCode': 'S32_1268', 'quantityOrdered': 24}, {'priceEach': 57.53, 'productCode': 'S32_3522', 'quantityOrdered': 49}, {'priceEach': 86.99, 'productCode': 'S700_2824', 'quantityOrdered': 39}]",Graz,7675-3555,,Austria,8010,45300.0,Kirchgasse 6,,Mini Auto Werke,Mendel,Roland ,1401.0,51
66,10165,2003-10-22,2003-10-31,2003-12-26,Shipped,This order was on hold because customers's credit limit had been exceeded. Order will ship when payment is received,"[{'priceEach': 168.32, 'productCode': 'S12_1108', 'quantityOrdered': 44}, {'priceEach': 123.89, 'productCode': 'S12_3148', 'quantityOrdered': 34}, {'priceEach': 152.26, 'productCode': 'S12_3891', 'quantityOrdered': 27}, {'priceEach': 109.02, 'productCode': 'S12_4473', 'quantityOrdered': 48}, {'priceEach': 134.26, 'productCode': 'S18_2238', 'quantityOrdered': 29}, {'priceEach': 120.28, 'productCode': 'S18_2319', 'quantityOrdered': 46}, {'priceEach': 60.77, 'productCode': 'S18_2432', 'quantityOrdered': 31}, {'priceEach': 154.1, 'productCode': 'S18_3232', 'quantityOrdered': 47}, {'priceEach': 84.71, 'productCode': 'S18_3259', 'quantityOrdered': 50}, {'priceEach': 123.51, 'productCode': 'S18_4027', 'quantityOrdered': 28}, {'priceEach': 46.82, 'productCode': 'S24_1444', 'quantityOrdered': 25}, {'priceEach': 117.57, 'productCode': 'S24_2300', 'quantityOrdered': 32}, {'priceEach': 31.12, 'productCode': 'S24_2840', 'quantityOrdered': 27}, {'priceEach': 106.45, 'productCode': 'S24_4048', 'quantityOrdered': 24}, {'priceEach': 50.86, 'productCode': 'S32_2509', 'quantityOrdered': 48}, {'priceEach': 55.3, 'productCode': 'S32_3207', 'quantityOrdered': 44}, {'priceEach': 106.49, 'productCode': 'S50_1392', 'quantityOrdered': 48}, {'priceEach': 49.21, 'productCode': 'S50_1514', 'quantityOrdered': 38}]",Singapore,+65 221 7555,,Singapore,079903,103800.0,Bronz Sok.,Bronz Apt. 3/6 Tesvikiye,"Dragon Souveniers, Ltd.",Natividad,Eric,1621.0,19
67,10166,2003-10-21,2003-10-30,2003-10-27,Shipped,,"[{'priceEach': 136.59, 'productCode': 'S18_3140', 'quantityOrdered': 43}, {'priceEach': 72.85, 'productCode': 'S18_4522', 'quantityOrdered': 26}, {'priceEach': 76.22, 'productCode': 'S700_1938', 'quantityOrdered': 29}]",New Bedford,5085552555,MA,USA,50553,85800.0,1785 First Street,,FunGiftIdeas.com,Benitez,Violeta,1216.0,52
68,10167,2003-10-23,2003-10-30,,Cancelled,Customer called to cancel. The warehouse was notified in time and the order didn't ship. They have a new VP of Sales and are shifting their sales model. Our VP of Sales should contact them.,"[{'priceEach': 123.76, 'productCode': 'S10_4757', 'quantityOrdered': 44}, {'priceEach': 141.92, 'productCode': 'S18_1662', 'quantityOrdered': 43}, {'priceEach': 69.68, 'productCode': 'S18_3029', 'quantityOrdered': 46}, {'priceEach': 84.7, 'productCode': 'S18_3856', 'quantityOrdered': 34}, {'priceEach': 110.6, 'productCode': 'S24_2011', 'quantityOrdered': 33}, {'priceEach': 54.81, 'productCode': 'S24_2841', 'quantityOrdered': 21}, {'priceEach': 77.0, 'productCode': 'S24_3151', 'quantityOrdered': 20}, {'priceEach': 64.44, 'productCode': 'S24_3420', 'quantityOrdered': 32}, {'priceEach': 73.8, 'productCode': 'S24_3816', 'quantityOrdered': 29}, {'priceEach': 66.0, 'productCode': 'S700_1138', 'quantityOrdered': 43}, {'priceEach': 87.8, 'productCode': 'S700_2047', 'quantityOrdered': 29}, {'priceEach': 62.16, 'productCode': 'S700_2610', 'quantityOrdered': 46}, {'priceEach': 85.14, 'productCode': 'S700_3505', 'quantityOrdered': 24}, {'priceEach': 83.42, 'productCode': 'S700_3962', 'quantityOrdered': 28}, {'priceEach': 42.71, 'productCode': 'S72_1253', 'quantityOrdered': 40}, {'priceEach': 43.68, 'productCode': 'S72_3212', 'quantityOrdered': 38}]",Bräcke,0695-34 6555,,Sweden,S-844 67,116400.0,Åkergatan 24,,Scandinavian Gift Ideas,Larsson,Martha,1504.0,53
69,10168,2003-10-28,2003-11-03,2003-11-01,Shipped,,"[{'priceEach': 94.74, 'productCode': 'S10_1678', 'quantityOrdered': 36}, {'priceEach': 97.53, 'productCode': 'S10_2016', 'quantityOrdered': 27}, {'priceEach': 160.74, 'productCode': 'S10_4698', 'quantityOrdered': 20}, {'priceEach': 75.19, 'productCode': 'S18_2581', 'quantityOrdered': 21}, {'priceEach': 49.06, 'productCode': 'S18_2625', 'quantityOrdered': 46}, {'priceEach': 103.68, 'productCode': 'S24_1578', 'quantityOrdered': 50}, {'priceEach': 93.01, 'productCode': 'S24_1785', 'quantityOrdered': 49}, {'priceEach': 72.36, 'productCode': 'S24_2000', 'quantityOrdered': 29}, {'priceEach': 57.32, 'productCode': 'S24_3949', 'quantityOrdered': 27}, {'priceEach': 68.1, 'productCode': 'S24_4278', 'quantityOrdered': 48}, {'priceEach': 89.9, 'productCode': 'S32_1374', 'quantityOrdered': 28}, {'priceEach': 57.78, 'productCode': 'S32_4289', 'quantityOrdered': 31}, {'priceEach': 39.71, 'productCode': 'S50_1341', 'quantityOrdered': 48}, {'priceEach': 91.34, 'productCode': 'S700_1691', 'quantityOrdered': 28}, {'priceEach': 87.75, 'productCode': 'S700_2466', 'quantityOrdered': 31}, {'priceEach': 94.92, 'productCode': 'S700_2834', 'quantityOrdered': 36}, {'priceEach': 72.0, 'productCode': 'S700_3167', 'quantityOrdered': 48}, {'priceEach': 67.37, 'productCode': 'S700_4002', 'quantityOrdered': 39}]",Burlingame,6505556809,CA,USA,94217,84600.0,9408 Furth Circle,,Technics Stores Inc.,Hashimoto,Juri,1165.0,36
70,10169,2003-11-04,2003-11-14,2003-11-09,Shipped,,"[{'priceEach': 163.44, 'productCode': 'S12_1099', 'quantityOrdered': 30}, {'priceEach': 126.52, 'productCode': 'S12_2823', 'quantityOrdered': 35}, {'priceEach': 71.82, 'productCode': 'S12_3990', 'quantityOrdered': 36}, {'priceEach': 65.13, 'productCode': 'S18_3278', 'quantityOrdered': 32}, {'priceEach': 136.7, 'productCode': 'S18_3482', 'quantityOrdered': 36}, {'priceEach': 52.84, 'productCode': 'S18_3782', 'quantityOrdered': 38}, {'priceEach': 120.53, 'productCode': 'S18_4721', 'quantityOrdered': 33}, {'priceEach': 66.49, 'productCode': 'S24_2360', 'quantityOrdered': 38}, {'priceEach': 53.27, 'productCode': 'S24_3371', 'quantityOrdered': 34}, {'priceEach': 77.61, 'productCode': 'S24_4620', 'quantityOrdered': 24}, {'priceEach': 37.01, 'productCode': 'S32_2206', 'quantityOrdered': 26}, {'priceEach': 83.68, 'productCode': 'S32_4485', 'quantityOrdered': 34}, {'priceEach': 75.66, 'productCode': 'S50_4713', 'quantityOrdered': 48}]",North Sydney,02 9936 8555,NSW,Australia,2060,107800.0,201 Miller Street,Level 15,"Anna's Decorations, Ltd",O'Hara,Anna,1611.0,41
71,10170,2003-11-04,2003-11-12,2003-11-07,Shipped,,"[{'priceEach': 116.27, 'productCode': 'S12_3380', 'quantityOrdered': 47}, {'priceEach': 93.28, 'productCode': 'S12_4675', 'quantityOrdered': 41}, {'priceEach': 70.07, 'productCode': 'S18_1889', 'quantityOrdered': 20}, {'priceEach': 130.6, 'productCode': 'S24_3856', 'quantityOrdered': 34}]",Graz,7675-3555,,Austria,8010,45300.0,Kirchgasse 6,,Mini Auto Werke,Mendel,Roland ,1401.0,51
72,10171,2003-11-05,2003-11-13,2003-11-07,Shipped,,"[{'priceEach': 134.46, 'productCode': 'S18_1129', 'quantityOrdered': 35}, {'priceEach': 128.03, 'productCode': 'S18_1984', 'quantityOrdered': 35}, {'priceEach': 165.95, 'productCode': 'S18_3232', 'quantityOrdered': 39}, {'priceEach': 34.74, 'productCode': 'S24_2972', 'quantityOrdered': 36}]",Montréal,(514) 555-8054,Québec,Canada,H1J 1C3,48700.0,43 rue St. Laurent,,Québec Home Shopping Network,Fresnière,Jean ,1286.0,54
73,10172,2003-11-05,2003-11-14,2003-11-11,Shipped,,"[{'priceEach': 109.51, 'productCode': 'S18_1589', 'quantityOrdered': 42}, {'priceEach': 117.48, 'productCode': 'S18_2870', 'quantityOrdered': 39}, {'priceEach': 139.87, 'productCode': 'S18_3685', 'quantityOrdered': 48}, {'priceEach': 61.0, 'productCode': 'S24_1046', 'quantityOrdered': 32}, {'priceEach': 43.27, 'productCode': 'S24_1628', 'quantityOrdered': 34}, {'priceEach': 79.97, 'productCode': 'S24_2766', 'quantityOrdered': 22}, {'priceEach': 77.91, 'productCode': 'S24_3191', 'quantityOrdered': 24}, {'priceEach': 87.81, 'productCode': 'S24_3432', 'quantityOrdered': 22}]",Bridgewater,2035552570,CT,USA,97562,84300.0,25593 South Bay Ln.,,Gift Depot Inc.,King,Julie,1323.0,55
74,10173,2003-11-05,2003-11-15,2003-11-09,Shipped,"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shippments of Porches","[{'priceEach': 101.71, 'productCode': 'S18_1342', 'quantityOrdered': 43}, {'priceEach': 51.75, 'productCode': 'S18_1367', 'quantityOrdered': 48}, {'priceEach': 168.3, 'productCode': 'S18_1749', 'quantityOrdered': 24}, {'priceEach': 55.09, 'productCode': 'S18_2248', 'quantityOrdered': 26}, {'priceEach': 127.13, 'productCode': 'S18_2325', 'quantityOrdered': 31}, {'priceEach': 140.06, 'productCode': 'S18_2795', 'quantityOrdered': 22}, {'priceEach': 56.84, 'productCode': 'S18_2957', 'quantityOrdered': 28}, {'priceEach': 86.92, 'productCode': 'S18_3136', 'quantityOrdered': 31}, {'priceEach': 90.28, 'productCode': 'S18_3320', 'quantityOrdered': 29}, {'priceEach': 77.31, 'productCode': 'S18_4409', 'quantityOrdered': 21}, {'priceEach': 58.44, 'productCode': 'S18_4933', 'quantityOrdered': 39}, {'priceEach': 29.87, 'productCode': 'S24_1937', 'quantityOrdered': 31}, {'priceEach': 39.42, 'productCode': 'S24_2022', 'quantityOrdered': 27}, {'priceEach': 98.65, 'productCode': 'S24_2887', 'quantityOrdered': 23}, {'priceEach': 35.7, 'productCode': 'S24_3969', 'quantityOrdered': 35}, {'priceEach': 93.49, 'productCode': 'S24_4258', 'quantityOrdered': 22}]",Bergamo,035-640555,,Italy,24100,119600.0,Via Ludovico il Moro 22,,Rovelli Gifts,Rovelli,Giovanni ,1401.0,8
75,10174,2003-11-06,2003-11-15,2003-11-10,Shipped,,"[{'priceEach': 207.87, 'productCode': 'S10_1949', 'quantityOrdered': 34}, {'priceEach': 113.44, 'productCode': 'S12_1666', 'quantityOrdered': 43}, {'priceEach': 108.5, 'productCode': 'S18_1097', 'quantityOrdered': 48}, {'priceEach': 100.3, 'productCode': 'S18_2949', 'quantityOrdered': 46}, {'priceEach': 44.27, 'productCode': 'S18_4668', 'quantityOrdered': 49}]",South Brisbane,61-7-3844-6555,Queensland,Australia,4101,51600.0,31 Duncan St. West End,,"Australian Gift Network, Co",Calaghan,Ben,1611.0,44
76,10175,2003-11-06,2003-11-14,2003-11-09,Shipped,,"[{'priceEach': 119.67, 'productCode': 'S10_4962', 'quantityOrdered': 33}, {'priceEach': 109.02, 'productCode': 'S12_4473', 'quantityOrdered': 26}, {'priceEach': 101.87, 'productCode': 'S18_2319', 'quantityOrdered': 48}, {'priceEach': 59.55, 'productCode': 'S18_2432', 'quantityOrdered': 41}, {'priceEach': 150.71, 'productCode': 'S18_3232', 'quantityOrdered': 29}, {'priceEach': 102.92, 'productCode': 'S18_4600', 'quantityOrdered': 47}, {'priceEach': 121.4, 'productCode': 'S24_2300', 'quantityOrdered': 28}, {'priceEach': 32.18, 'productCode': 'S24_2840', 'quantityOrdered': 37}, {'priceEach': 89.57, 'productCode': 'S32_1268', 'quantityOrdered': 22}, {'priceEach': 50.86, 'productCode': 'S32_2509', 'quantityOrdered': 50}, {'priceEach': 56.24, 'productCode': 'S32_3522', 'quantityOrdered': 29}, {'priceEach': 80.92, 'productCode': 'S700_2824', 'quantityOrdered': 42}]",London,(171) 555-0297,,UK,WX3 6FW,77000.0,35 King George,,"Stylish Desk Decors, Co.",Brown,Ann ,1501.0,29
77,10176,2003-11-06,2003-11-15,2003-11-12,Shipped,,"[{'priceEach': 166.24, 'productCode': 'S12_1108', 'quantityOrdered': 33}, {'priceEach': 145.04, 'productCode': 'S12_3148', 'quantityOrdered': 47}, {'priceEach': 160.91, 'productCode': 'S12_3891', 'quantityOrdered': 50}, {'priceEach': 139.17, 'productCode': 'S18_2238', 'quantityOrdered': 20}, {'priceEach': 140.75, 'productCode': 'S18_4027', 'quantityOrdered': 36}, {'priceEach': 55.49, 'productCode': 'S24_1444', 'quantityOrdered': 27}, {'priceEach': 101.72, 'productCode': 'S24_4048', 'quantityOrdered': 29}, {'priceEach': 62.14, 'productCode': 'S32_3207', 'quantityOrdered': 22}, {'priceEach': 109.96, 'productCode': 'S50_1392', 'quantityOrdered': 23}, {'priceEach': 52.14, 'productCode': 'S50_1514', 'quantityOrdered': 38}]",Reggio Emilia,0522-556555,,Italy,42100,121400.0,Strada Provinciale 124,,L'ordine Souveniers,Moroni,Maurizio ,1401.0,56
78,10177,2003-11-07,2003-11-17,2003-11-12,Shipped,,"[{'priceEach': 113.37, 'productCode': 'S18_3140', 'quantityOrdered': 23}, {'priceEach': 92.77, 'productCode': 'S18_3259', 'quantityOrdered': 29}, {'priceEach': 82.5, 'productCode': 'S18_4522', 'quantityOrdered': 35}, {'priceEach': 115.52, 'productCode': 'S24_2011', 'quantityOrdered': 50}, {'priceEach': 79.66, 'productCode': 'S24_3151', 'quantityOrdered': 45}, {'priceEach': 58.67, 'productCode': 'S700_1138', 'quantityOrdered': 24}, {'priceEach': 77.95, 'productCode': 'S700_1938', 'quantityOrdered': 31}, {'priceEach': 64.33, 'productCode': 'S700_2610', 'quantityOrdered': 32}, {'priceEach': 88.15, 'productCode': 'S700_3505', 'quantityOrdered': 44}, {'priceEach': 83.42, 'productCode': 'S700_3962', 'quantityOrdered': 24}, {'priceEach': 52.96, 'productCode': 'S72_3212', 'quantityOrdered': 40}]",Madrid,+34 913 728 555,,Spain,28023,59600.0,Merchants House,27-30 Merchant's Quay,CAF Imports,Fernandez,Jesus,1702.0,57
79,10255,2004-06-04,2004-06-12,2004-06-09,Shipped,,"[{'priceEach': 135.0, 'productCode': 'S18_2795', 'quantityOrdered': 24}, {'priceEach': 37.63, 'productCode': 'S24_2022', 'quantityOrdered': 37}]",Strasbourg,88.60.1555,,France,67000,53800.0,"24, place Kléber",,Mini Caravy,Citeaux,Frédérique ,1370.0,58
80,10178,2003-11-08,2003-11-16,2003-11-10,Shipped,Custom shipping instructions sent to warehouse,"[{'priceEach': 131.92, 'productCode': 'S10_4757', 'quantityOrdered': 24}, {'priceEach': 127.73, 'productCode': 'S18_1662', 'quantityOrdered': 42}, {'priceEach': 70.54, 'productCode': 'S18_3029', 'quantityOrdered': 41}, {'priceEach': 104.81, 'productCode': 'S18_3856', 'quantityOrdered': 48}, {'priceEach': 67.82, 'productCode': 'S24_2841', 'quantityOrdered': 34}, {'priceEach': 65.75, 'productCode': 'S24_3420', 'quantityOrdered': 27}, {'priceEach': 68.77, 'productCode': 'S24_3816', 'quantityOrdered': 21}, {'priceEach': 64.15, 'productCode': 'S24_3949', 'quantityOrdered': 30}, {'priceEach': 86.9, 'productCode': 'S700_2047', 'quantityOrdered': 34}, {'priceEach': 91.74, 'productCode': 'S700_2466', 'quantityOrdered': 22}, {'priceEach': 68.11, 'productCode': 'S700_4002', 'quantityOrdered': 45}, {'priceEach': 41.71, 'productCode': 'S72_1253', 'quantityOrdered': 45}]",Toulouse,61.77.6555,,France,31000,61100.0,1 rue Alsace-Lorraine,,Alpha Cognac,Roulet,Annette ,1370.0,33
81,10179,2003-11-11,2003-11-17,2003-11-13,Cancelled,Customer cancelled due to urgent budgeting issues. Must be cautious when dealing with them in the future. Since order shipped already we must discuss who would cover the shipping charges.,"[{'priceEach': 82.79, 'productCode': 'S18_2581', 'quantityOrdered': 24}, {'priceEach': 105.04, 'productCode': 'S24_1785', 'quantityOrdered': 47}, {'priceEach': 66.65, 'productCode': 'S24_4278', 'quantityOrdered': 27}, {'priceEach': 86.9, 'productCode': 'S32_1374', 'quantityOrdered': 45}, {'priceEach': 63.97, 'productCode': 'S32_4289', 'quantityOrdered': 24}, {'priceEach': 43.2, 'productCode': 'S50_1341', 'quantityOrdered': 34}, {'priceEach': 75.81, 'productCode': 'S700_1691', 'quantityOrdered': 23}, {'priceEach': 98.48, 'productCode': 'S700_2834', 'quantityOrdered': 25}, {'priceEach': 80.0, 'productCode': 'S700_3167', 'quantityOrdered': 39}]",Auckland  ,+64 9 5555500,,New Zealand,,110000.0,Arenales 1938 3'A',,Kelly's Gift Shop,Snowden,Tony,1612.0,34
82,10180,2003-11-11,2003-11-19,2003-11-14,Shipped,,"[{'priceEach': 76.56, 'productCode': 'S10_1678', 'quantityOrdered': 29}, {'priceEach': 99.91, 'productCode': 'S10_2016', 'quantityOrdered': 42}, {'priceEach': 164.61, 'productCode': 'S10_4698', 'quantityOrdered': 41}, {'priceEach': 131.04, 'productCode': 'S12_2823', 'quantityOrdered': 40}, {'priceEach': 48.46, 'productCode': 'S18_2625', 'quantityOrdered': 25}, {'priceEach': 59.06, 'productCode': 'S18_3782', 'quantityOrdered': 21}, {'priceEach': 147.31, 'productCode': 'S18_4721', 'quantityOrdered': 44}, {'priceEach': 98.05, 'productCode': 'S24_1578', 'quantityOrdered': 48}, {'priceEach': 61.7, 'productCode': 'S24_2000', 'quantityOrdered': 28}, {'priceEach': 60.95, 'productCode': 'S24_2360', 'quantityOrdered': 35}, {'priceEach': 68.71, 'productCode': 'S24_4620', 'quantityOrdered': 28}, {'priceEach': 33.39, 'productCode': 'S32_2206', 'quantityOrdered': 34}, {'priceEach': 102.05, 'productCode': 'S32_4485', 'quantityOrdered': 22}, {'priceEach': 74.85, 'productCode': 'S50_4713', 'quantityOrdered': 21}]",Lille,20.16.1555,,France,59000,82900.0,"184, chaussée de Tournai",,Daedalus Designs Imports,Rancé,Martine ,1370.0,59
83,10181,2003-11-12,2003-11-19,2003-11-15,Shipped,,"[{'priceEach': 155.66, 'productCode': 'S12_1099', 'quantityOrdered': 27}, {'priceEach': 113.92, 'productCode': 'S12_3380', 'quantityOrdered': 28}, {'priceEach': 67.03, 'productCode': 'S12_3990', 'quantityOrdered': 20}, {'priceEach': 107.1, 'productCode': 'S12_4675', 'quantityOrdered': 36}, {'priceEach': 124.56, 'productCode': 'S18_1129', 'quantityOrdered': 44}, {'priceEach': 124.44, 'productCode': 'S18_1589', 'quantityOrdered': 42}, {'priceEach': 74.69, 'productCode': 'S18_1889', 'quantityOrdered': 22}, {'priceEach': 129.45, 'productCode': 'S18_1984', 'quantityOrdered': 21}, {'priceEach': 130.68, 'productCode': 'S18_2870', 'quantityOrdered': 27}, {'priceEach': 147.33, 'productCode': 'S18_3232', 'quantityOrdered': 45}, {'priceEach': 73.17, 'productCode': 'S18_3278', 'quantityOrdered': 30}, {'priceEach': 120.53, 'productCode': 'S18_3482', 'quantityOrdered': 22}, {'priceEach': 137.04, 'productCode': 'S18_3685', 'quantityOrdered': 39}, {'priceEach': 45.28, 'productCode': 'S24_1628', 'quantityOrdered': 34}, {'priceEach': 32.85, 'productCode': 'S24_2972', 'quantityOrdered': 37}, {'priceEach': 54.49, 'productCode': 'S24_3371', 'quantityOrdered': 23}, {'priceEach': 122.17, 'productCode': 'S24_3856', 'quantityOrdered': 25}]",Bergen,+47 2267 3215,,Norway  ,N 5804,96800.0,Brehmen St. 121,PR 334 Sentrum,Herkku Gifts,Oeztan,Veysel,1504.0,60
84,10220,2004-02-12,2004-02-19,2004-02-16,Shipped,,"[{'priceEach': 189.1, 'productCode': 'S12_1108', 'quantityOrdered': 32}, {'priceEach': 151.08, 'productCode': 'S12_3148', 'quantityOrdered': 30}, {'priceEach': 166.1, 'productCode': 'S12_3891', 'quantityOrdered': 27}, {'priceEach': 126.39, 'productCode': 'S18_4027', 'quantityOrdered': 50}, {'priceEach': 48.55, 'productCode': 'S24_1444', 'quantityOrdered': 26}, {'priceEach': 101.72, 'productCode': 'S24_4048', 'quantityOrdered': 37}, {'priceEach': 49.71, 'productCode': 'S32_3207', 'quantityOrdered': 20}, {'priceEach': 92.6, 'productCode': 'S50_1392', 'quantityOrdered': 37}, {'priceEach': 56.82, 'productCode': 'S50_1514', 'quantityOrdered': 30}]",Dublin,+353 1862 1555,,Ireland,2,69400.0,25 Maiden Lane,Floor No. 4,"Clover Collections, Co.",Cassidy,Dean,1504.0,61
85,10182,2003-11-12,2003-11-21,2003-11-18,Shipped,,"[{'priceEach': 83.22, 'productCode': 'S18_1342', 'quantityOrdered': 25}, {'priceEach': 44.21, 'productCode': 'S18_1367', 'quantityOrdered': 32}, {'priceEach': 159.8, 'productCode': 'S18_1749', 'quantityOrdered': 44}, {'priceEach': 54.49, 'productCode': 'S18_2248', 'quantityOrdered': 38}, {'priceEach': 105.52, 'productCode': 'S18_2325', 'quantityOrdered': 20}, {'priceEach': 135.0, 'productCode': 'S18_2795', 'quantityOrdered': 21}, {'priceEach': 86.31, 'productCode': 'S18_3320', 'quantityOrdered': 33}, {'priceEach': 88.35, 'productCode': 'S18_4409', 'quantityOrdered': 36}, {'priceEach': 61.29, 'productCode': 'S18_4933', 'quantityOrdered': 44}, {'priceEach': 63.2, 'productCode': 'S24_1046', 'quantityOrdered': 47}, {'priceEach': 31.86, 'productCode': 'S24_1937', 'quantityOrdered': 39}, {'priceEach': 39.87, 'productCode': 'S24_2022', 'quantityOrdered': 31}, {'priceEach': 87.24, 'productCode': 'S24_2766', 'quantityOrdered': 36}, {'priceEach': 116.27, 'productCode': 'S24_2887', 'quantityOrdered': 20}, {'priceEach': 73.62, 'productCode': 'S24_3191', 'quantityOrdered': 33}, {'priceEach': 95.3, 'productCode': 'S24_3432', 'quantityOrdered': 49}, {'priceEach': 34.88, 'productCode': 'S24_3969', 'quantityOrdered': 23}]",San Rafael,4155551450,CA,USA,97562,210500.0,5677 Strong St.,,Mini Gifts Distributors Ltd.,Nelson,Susan,1165.0,15
86,10183,2003-11-13,2003-11-22,2003-11-15,Shipped,We need to keep in close contact with their Marketing VP. He is the decision maker for all their purchases.,"[{'priceEach': 180.01, 'productCode': 'S10_1949', 'quantityOrdered': 23}, {'priceEach': 127.06, 'productCode': 'S10_4962', 'quantityOrdered': 28}, {'priceEach': 114.8, 'productCode': 'S12_1666', 'quantityOrdered': 41}, {'priceEach': 108.5, 'productCode': 'S18_1097', 'quantityOrdered': 21}, {'priceEach': 91.18, 'productCode': 'S18_2949', 'quantityOrdered': 37}, {'priceEach': 51.22, 'productCode': 'S18_2957', 'quantityOrdered': 39}, {'priceEach': 90.06, 'productCode': 'S18_3136', 'quantityOrdered': 22}, {'priceEach': 118.66, 'productCode': 'S18_4600', 'quantityOrdered': 21}, {'priceEach': 42.26, 'productCode': 'S18_4668', 'quantityOrdered': 40}, {'priceEach': 81.81, 'productCode': 'S24_4258', 'quantityOrdered': 47}, {'priceEach': 52.36, 'productCode': 'S32_3522', 'quantityOrdered': 49}, {'priceEach': 85.98, 'productCode': 'S700_2824', 'quantityOrdered': 23}]",Philadelphia,2155554695,PA,USA,71270,81100.0,782 First Street,,"Classic Gift Ideas, Inc",Cervantes,Francisca,1188.0,62
87,10184,2003-11-14,2003-11-22,2003-11-20,Shipped,,"[{'priceEach': 105.47, 'productCode': 'S12_4473', 'quantityOrdered': 37}, {'priceEach': 145.72, 'productCode': 'S18_2238', 'quantityOrdered': 46}, {'priceEach': 119.05, 'productCode': 'S18_2319', 'quantityOrdered': 46}, {'priceEach': 60.77, 'productCode': 'S18_2432', 'quantityOrdered': 44}, {'priceEach': 165.95, 'productCode': 'S18_3232', 'quantityOrdered': 28}, {'priceEach': 57.22, 'productCode': 'S24_1444', 'quantityOrdered': 31}, {'priceEach': 117.57, 'productCode': 'S24_2300', 'quantityOrdered': 24}, {'priceEach': 30.06, 'productCode': 'S24_2840', 'quantityOrdered': 42}, {'priceEach': 114.73, 'productCode': 'S24_4048', 'quantityOrdered': 49}, {'priceEach': 84.75, 'productCode': 'S32_1268', 'quantityOrdered': 46}, {'priceEach': 52.49, 'productCode': 'S32_2509', 'quantityOrdered': 33}, {'priceEach': 59.03, 'productCode': 'S32_3207', 'quantityOrdered': 48}, {'priceEach': 92.6, 'productCode': 'S50_1392', 'quantityOrdered': 45}]",Sevilla,(95) 555 82 82,,Spain,41101,65700.0,"C/ Romero, 33",,"Iberia Gift Imports, Corp.",Roel,José Pedro ,1702.0,63
88,10185,2003-11-14,2003-11-21,2003-11-20,Shipped,,"[{'priceEach': 195.33, 'productCode': 'S12_1108', 'quantityOrdered': 21}, {'priceEach': 146.55, 'productCode': 'S12_3148', 'quantityOrdered': 33}, {'priceEach': 147.07, 'productCode': 'S12_3891', 'quantityOrdered': 43}, {'priceEach': 124.3, 'productCode': 'S18_3140', 'quantityOrdered': 28}, {'priceEach': 94.79, 'productCode': 'S18_3259', 'quantityOrdered': 49}, {'priceEach': 127.82, 'productCode': 'S18_4027', 'quantityOrdered': 39}, {'priceEach': 87.77, 'productCode': 'S18_4522', 'quantityOrdered': 47}, {'priceEach': 105.69, 'productCode': 'S24_2011', 'quantityOrdered': 30}, {'priceEach': 83.2, 'productCode': 'S24_3151', 'quantityOrdered': 33}, {'priceEach': 46.86, 'productCode': 'S50_1514', 'quantityOrdered': 20}, {'priceEach': 64.67, 'productCode': 'S700_1138', 'quantityOrdered': 21}, {'priceEach': 79.68, 'productCode': 'S700_1938', 'quantityOrdered': 30}, {'priceEach': 61.44, 'productCode': 'S700_2610', 'quantityOrdered': 39}, {'priceEach': 99.17, 'productCode': 'S700_3505', 'quantityOrdered': 37}, {'priceEach': 93.35, 'productCode': 'S700_3962', 'quantityOrdered': 22}, {'priceEach': 47.5, 'productCode': 'S72_3212', 'quantityOrdered': 28}]",New Bedford,5085559555,MA,USA,50553,94500.0,4575 Hillside Dr.,,Mini Creations Ltd.,Huang,Wing,1188.0,38
89,10256,2004-06-08,2004-06-16,2004-06-10,Shipped,,"[{'priceEach': 93.49, 'productCode': 'S18_1342', 'quantityOrdered': 34}, {'priceEach': 52.83, 'productCode': 'S18_1367', 'quantityOrdered': 29}]",Kobenhavn,31 12 3555,,Denmark,1734,83400.0,Vinbæltet 34,,Danish Wholesale Imports,Petersen,Jytte ,1401.0,6
